unemployment,population_density,avg_salary,public_safety_exp,education_exp,migration_balance,tourism_usage,inflation,year,unit,predicted_crime,scenario
4.6,143.8,8867.46,251737392.07,13565769855.699999,2318.0,42.5,103.3,2028,Dolnośląskie,26.43048349206349,education_exp_x10.0
4.6,143.8,8867.46,251737392.07,13565769855.699999,2318.0,42.5,103.3,2029,Dolnośląskie,26.43048349206349,education_exp_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,23180.0,42.5,103.3,2025,Dolnośląskie,27.66943444444445,migration_balance_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,23180.0,42.5,103.3,2026,Dolnośląskie,27.66943444444445,migration_balance_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,23180.0,42.5,103.3,2027,Dolnośląskie,27.66943444444445,migration_balance_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,23180.0,42.5,103.3,2028,Dolnośląskie,27.66943444444445,migration_balance_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,23180.0,42.5,103.3,2029,Dolnośląskie,27.66943444444445,migration_balance_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,425.0,103.3,2025,Dolnośląskie,26.453629920634917,tourism_usage_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,425.0,103.3,2026,Dolnośląskie,26.453629920634917,tourism_usage_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,425.0,103.3,2027,Dolnośląskie,26.453629920634917,tourism_usage_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,425.0,103.3,2028,Dolnośląskie,26.453629920634917,tourism_usage_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,425.0,103.3,2029,Dolnośląskie,26.453629920634917,tourism_usage_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,42.5,1033.0,2025,Dolnośląskie,26.665620396825396,inflation_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,42.5,1033.0,2026,Dolnośląskie,26.665620396825396,inflation_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,42.5,1033.0,2027,Dolnośląskie,26.665620396825396,inflation_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,42.5,1033.0,2028,Dolnośląskie,26.665620396825396,inflation_x10.0
4.6,143.8,8867.46,251737392.07,1356576985.57,2318.0,42.5,1033.0,2029,Dolnośląskie,26.665620396825396,inflation_x10.0
73.0,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,20.460241746031738,unemployment_x10.0
73.0,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,20.460241746031738,unemployment_x10.0
73.0,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,20.460241746031738,unemployment_x10.0
73.0,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,20.460241746031738,unemployment_x10.0
73.0,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,20.460241746031738,unemployment_x10.0
7.3,1104.0,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.720534206349207,population_density_x10.0
7.3,1104.0,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.720534206349207,population_density_x10.0
7.3,1104.0,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.720534206349207,population_density_x10.0
7.3,1104.0,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.720534206349207,population_density_x10.0
7.3,1104.0,7710.78,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.720534206349207,population_density_x10.0
7.3,110.4,77107.8,141742115.85,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x10.0
7.3,110.4,77107.8,141742115.85,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x10.0
7.3,110.4,77107.8,141742115.85,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x10.0
7.3,110.4,77107.8,141742115.85,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x10.0
7.3,110.4,77107.8,141742115.85,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61800753968254,avg_salary_x10.0
7.3,110.4,7710.78,1417421158.5,869075830.34,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x10.0
7.3,110.4,7710.78,1417421158.5,869075830.34,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x10.0
7.3,110.4,7710.78,1417421158.5,869075830.34,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x10.0
7.3,110.4,7710.78,1417421158.5,869075830.34,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x10.0
7.3,110.4,7710.78,1417421158.5,869075830.34,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61800753968254,public_safety_exp_x10.0
7.3,110.4,7710.78,141742115.85,8690758303.4,-930.0,37.7,103.6,2025,Kujawsko-Pomorskie,19.61800753968254,education_exp_x10.0
7.3,110.4,7710.78,141742115.85,8690758303.4,-930.0,37.7,103.6,2026,Kujawsko-Pomorskie,19.61800753968254,education_exp_x10.0
7.3,110.4,7710.78,141742115.85,8690758303.4,-930.0,37.7,103.6,2027,Kujawsko-Pomorskie,19.61800753968254,education_exp_x10.0
7.3,110.4,7710.78,141742115.85,8690758303.4,-930.0,37.7,103.6,2028,Kujawsko-Pomorskie,19.61800753968254,education_exp_x10.0
7.3,110.4,7710.78,141742115.85,8690758303.4,-930.0,37.7,103.6,2029,Kujawsko-Pomorskie,19.61800753968254,education_exp_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-9300.0,37.7,103.6,2025,Kujawsko-Pomorskie,20.728411626984126,migration_balance_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-9300.0,37.7,103.6,2026,Kujawsko-Pomorskie,20.728411626984126,migration_balance_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-9300.0,37.7,103.6,2027,Kujawsko-Pomorskie,20.728411626984126,migration_balance_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-9300.0,37.7,103.6,2028,Kujawsko-Pomorskie,20.728411626984126,migration_balance_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-9300.0,37.7,103.6,2029,Kujawsko-Pomorskie,20.728411626984126,migration_balance_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,377.0,103.6,2025,Kujawsko-Pomorskie,19.99798,tourism_usage_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,377.0,103.6,2026,Kujawsko-Pomorskie,19.99798,tourism_usage_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,377.0,103.6,2027,Kujawsko-Pomorskie,19.99798,tourism_usage_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,377.0,103.6,2028,Kujawsko-Pomorskie,19.99798,tourism_usage_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,377.0,103.6,2029,Kujawsko-Pomorskie,19.99798,tourism_usage_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,1036.0,2025,Kujawsko-Pomorskie,20.115428968253966,inflation_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,1036.0,2026,Kujawsko-Pomorskie,20.115428968253966,inflation_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,1036.0,2027,Kujawsko-Pomorskie,20.115428968253966,inflation_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,1036.0,2028,Kujawsko-Pomorskie,20.115428968253966,inflation_x10.0
7.3,110.4,7710.78,141742115.85,869075830.34,-930.0,37.7,1036.0,2029,Kujawsko-Pomorskie,20.115428968253966,inflation_x10.0
74.0,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,16.79611076118327,unemployment_x10.0
74.0,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,16.79611076118327,unemployment_x10.0
74.0,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,16.79611076118327,unemployment_x10.0
74.0,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,16.79611076118327,unemployment_x10.0
74.0,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,16.79611076118327,unemployment_x10.0
7.4,795.0,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,19.42415675324676,population_density_x10.0
7.4,795.0,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,19.42415675324676,population_density_x10.0
7.4,795.0,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,19.42415675324676,population_density_x10.0
7.4,795.0,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,19.42415675324676,population_density_x10.0
7.4,795.0,7771.05,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,19.42415675324676,population_density_x10.0
7.4,79.5,77710.5,200639476.02,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,avg_salary_x10.0
7.4,79.5,77710.5,200639476.02,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,avg_salary_x10.0
7.4,79.5,77710.5,200639476.02,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,avg_salary_x10.0
7.4,79.5,77710.5,200639476.02,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,avg_salary_x10.0
7.4,79.5,77710.5,200639476.02,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,avg_salary_x10.0
7.4,79.5,7771.05,2006394760.2,943355612.19,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,public_safety_exp_x10.0
7.4,79.5,7771.05,2006394760.2,943355612.19,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,public_safety_exp_x10.0
7.4,79.5,7771.05,2006394760.2,943355612.19,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,public_safety_exp_x10.0
7.4,79.5,7771.05,2006394760.2,943355612.19,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,public_safety_exp_x10.0
7.4,79.5,7771.05,2006394760.2,943355612.19,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,public_safety_exp_x10.0
7.4,79.5,7771.05,200639476.02,9433556121.900002,-2832.0,35.8,102.8,2025,Lubelskie,15.872294054834056,education_exp_x10.0
7.4,79.5,7771.05,200639476.02,9433556121.900002,-2832.0,35.8,102.8,2026,Lubelskie,15.872294054834056,education_exp_x10.0
7.4,79.5,7771.05,200639476.02,9433556121.900002,-2832.0,35.8,102.8,2027,Lubelskie,15.872294054834056,education_exp_x10.0
7.4,79.5,7771.05,200639476.02,9433556121.900002,-2832.0,35.8,102.8,2028,Lubelskie,15.872294054834056,education_exp_x10.0
7.4,79.5,7771.05,200639476.02,9433556121.900002,-2832.0,35.8,102.8,2029,Lubelskie,15.872294054834056,education_exp_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-28320.0,35.8,102.8,2025,Lubelskie,16.111667784992793,migration_balance_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-28320.0,35.8,102.8,2026,Lubelskie,16.111667784992793,migration_balance_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-28320.0,35.8,102.8,2027,Lubelskie,16.111667784992793,migration_balance_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-28320.0,35.8,102.8,2028,Lubelskie,16.111667784992793,migration_balance_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-28320.0,35.8,102.8,2029,Lubelskie,16.111667784992793,migration_balance_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,358.0,102.8,2025,Lubelskie,15.872294054834056,tourism_usage_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,358.0,102.8,2026,Lubelskie,15.872294054834056,tourism_usage_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,358.0,102.8,2027,Lubelskie,15.872294054834056,tourism_usage_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,358.0,102.8,2028,Lubelskie,15.872294054834056,tourism_usage_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,358.0,102.8,2029,Lubelskie,15.872294054834056,tourism_usage_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,1028.0,2025,Lubelskie,15.914394054834055,inflation_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,1028.0,2026,Lubelskie,15.914394054834055,inflation_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,1028.0,2027,Lubelskie,15.914394054834055,inflation_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,1028.0,2028,Lubelskie,15.914394054834055,inflation_x10.0
7.4,79.5,7771.05,200639476.02,943355612.19,-2832.0,35.8,1028.0,2029,Lubelskie,15.914394054834055,inflation_x10.0
45.0,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,26.97501857864359,unemployment_x10.0
45.0,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,26.97501857864359,unemployment_x10.0
45.0,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,26.97501857864359,unemployment_x10.0
45.0,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,26.97501857864359,unemployment_x10.0
45.0,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,26.97501857864359,unemployment_x10.0
4.5,693.0,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.79092286435787,population_density_x10.0
4.5,693.0,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.79092286435787,population_density_x10.0
4.5,693.0,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.79092286435787,population_density_x10.0
4.5,693.0,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.79092286435787,population_density_x10.0
4.5,693.0,7887.19,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.79092286435787,population_density_x10.0
4.5,69.3,78871.9,107812864.74,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,avg_salary_x10.0
4.5,69.3,78871.9,107812864.74,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,avg_salary_x10.0
4.5,69.3,78871.9,107812864.74,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,avg_salary_x10.0
4.5,69.3,78871.9,107812864.74,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,avg_salary_x10.0
4.5,69.3,78871.9,107812864.74,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,avg_salary_x10.0
4.5,69.3,7887.19,1078128647.3999999,447974594.97,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,public_safety_exp_x10.0
4.5,69.3,7887.19,1078128647.3999999,447974594.97,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,public_safety_exp_x10.0
4.5,69.3,7887.19,1078128647.3999999,447974594.97,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,public_safety_exp_x10.0
4.5,69.3,7887.19,1078128647.3999999,447974594.97,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,public_safety_exp_x10.0
4.5,69.3,7887.19,1078128647.3999999,447974594.97,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,public_safety_exp_x10.0
4.5,69.3,7887.19,107812864.74,4479745949.700001,-1059.0,32.8,104.4,2025,Lubuskie,24.772962546897546,education_exp_x10.0
4.5,69.3,7887.19,107812864.74,4479745949.700001,-1059.0,32.8,104.4,2026,Lubuskie,24.772962546897546,education_exp_x10.0
4.5,69.3,7887.19,107812864.74,4479745949.700001,-1059.0,32.8,104.4,2027,Lubuskie,24.772962546897546,education_exp_x10.0
4.5,69.3,7887.19,107812864.74,4479745949.700001,-1059.0,32.8,104.4,2028,Lubuskie,24.772962546897546,education_exp_x10.0
4.5,69.3,7887.19,107812864.74,4479745949.700001,-1059.0,32.8,104.4,2029,Lubuskie,24.772962546897546,education_exp_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-10590.0,32.8,104.4,2025,Lubuskie,25.594260165945183,migration_balance_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-10590.0,32.8,104.4,2026,Lubuskie,25.594260165945183,migration_balance_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-10590.0,32.8,104.4,2027,Lubuskie,25.594260165945183,migration_balance_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-10590.0,32.8,104.4,2028,Lubuskie,25.594260165945183,migration_balance_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-10590.0,32.8,104.4,2029,Lubuskie,25.594260165945183,migration_balance_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,328.0,104.4,2025,Lubuskie,24.83368588023088,tourism_usage_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,328.0,104.4,2026,Lubuskie,24.83368588023088,tourism_usage_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,328.0,104.4,2027,Lubuskie,24.83368588023088,tourism_usage_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,328.0,104.4,2028,Lubuskie,24.83368588023088,tourism_usage_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,328.0,104.4,2029,Lubuskie,24.83368588023088,tourism_usage_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,1044.0,2025,Lubuskie,24.872554213564214,inflation_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,1044.0,2026,Lubuskie,24.872554213564214,inflation_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,1044.0,2027,Lubuskie,24.872554213564214,inflation_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,1044.0,2028,Lubuskie,24.872554213564214,inflation_x10.0
4.5,69.3,7887.19,107812864.74,447974594.97,-1059.0,32.8,1044.0,2029,Lubuskie,24.872554213564214,inflation_x10.0
40.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,23.25543896825395,unemployment_x10.0
40.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,23.25543896825395,unemployment_x10.0
40.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,23.25543896825395,unemployment_x10.0
40.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,23.25543896825395,unemployment_x10.0
40.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,23.25543896825395,unemployment_x10.0
4.0,1549.0,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.601412460317448,population_density_x10.0
4.0,1549.0,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.601412460317448,population_density_x10.0
4.0,1549.0,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.601412460317448,population_density_x10.0
4.0,1549.0,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.601412460317448,population_density_x10.0
4.0,1549.0,10018.71,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.601412460317448,population_density_x10.0
4.0,154.9,100187.09999999999,359213426.01,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.78141738095237,avg_salary_x10.0
4.0,154.9,100187.09999999999,359213426.01,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.78141738095237,avg_salary_x10.0
4.0,154.9,100187.09999999999,359213426.01,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.78141738095237,avg_salary_x10.0
4.0,154.9,100187.09999999999,359213426.01,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.78141738095237,avg_salary_x10.0
4.0,154.9,100187.09999999999,359213426.01,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.78141738095237,avg_salary_x10.0
4.0,154.9,10018.71,3592134260.1,2226515394.51,7355.0,49.4,103.8,2025,Mazowieckie,21.78141738095237,public_safety_exp_x10.0
4.0,154.9,10018.71,3592134260.1,2226515394.51,7355.0,49.4,103.8,2026,Mazowieckie,21.78141738095237,public_safety_exp_x10.0
4.0,154.9,10018.71,3592134260.1,2226515394.51,7355.0,49.4,103.8,2027,Mazowieckie,21.78141738095237,public_safety_exp_x10.0
4.0,154.9,10018.71,3592134260.1,2226515394.51,7355.0,49.4,103.8,2028,Mazowieckie,21.78141738095237,public_safety_exp_x10.0
4.0,154.9,10018.71,3592134260.1,2226515394.51,7355.0,49.4,103.8,2029,Mazowieckie,21.78141738095237,public_safety_exp_x10.0
4.0,154.9,10018.71,359213426.01,22265153945.100002,7355.0,49.4,103.8,2025,Mazowieckie,21.78141738095237,education_exp_x10.0
4.0,154.9,10018.71,359213426.01,22265153945.100002,7355.0,49.4,103.8,2026,Mazowieckie,21.78141738095237,education_exp_x10.0
4.0,154.9,10018.71,359213426.01,22265153945.100002,7355.0,49.4,103.8,2027,Mazowieckie,21.78141738095237,education_exp_x10.0
4.0,154.9,10018.71,359213426.01,22265153945.100002,7355.0,49.4,103.8,2028,Mazowieckie,21.78141738095237,education_exp_x10.0
4.0,154.9,10018.71,359213426.01,22265153945.100002,7355.0,49.4,103.8,2029,Mazowieckie,21.78141738095237,education_exp_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,73550.0,49.4,103.8,2025,Mazowieckie,22.903685198412685,migration_balance_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,73550.0,49.4,103.8,2026,Mazowieckie,22.903685198412685,migration_balance_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,73550.0,49.4,103.8,2027,Mazowieckie,22.903685198412685,migration_balance_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,73550.0,49.4,103.8,2028,Mazowieckie,22.903685198412685,migration_balance_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,73550.0,49.4,103.8,2029,Mazowieckie,22.903685198412685,migration_balance_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,494.0,103.8,2025,Mazowieckie,21.56295595238094,tourism_usage_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,494.0,103.8,2026,Mazowieckie,21.56295595238094,tourism_usage_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,494.0,103.8,2027,Mazowieckie,21.56295595238094,tourism_usage_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,494.0,103.8,2028,Mazowieckie,21.56295595238094,tourism_usage_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,494.0,103.8,2029,Mazowieckie,21.56295595238094,tourism_usage_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,1038.0,2025,Mazowieckie,22.061675476190462,inflation_x10.0
4.0,154.9,10018.71,359213426.01,2226515394.51,7355.0,49.4,1038.0,2026,Mazowieckie,22.061675476190462,inflation_x10.0
